的,0.940754039497307
了,0.3582887700534759
我,0.6501650165016502
在,0.4376470588235294
被,0.6556016597510373
是,0.24554455445544554
你,0.7058823529411765
日,0.5046728971962616
某,0.722972972972973
一,0.1492109038737446
月,0.6595744680851063
有,0.2672672672672673
为,0.35564853556485354
也,0.6612903225806451
和,0.45555555555555555
这,0.2129032258064516
年,0.2916666666666667
啊,0.8493150684931506
就,0.3765432098765432
他,0.5979381443298969
后,0.3918918918918919
将,0.5089285714285714
与,0.7681159420289855
大,0.13573407202216067
吧,0.8166666666666667
路,0.23300970873786409
都,0.3643410852713178
还,0.3108108108108108
不,0.09563409563409564
兰,0.703125
对,0.4838709677419355
人,0.0807899461400359
个,0.18828451882845187
等,0.569620253164557
张,0.3115942028985507
让,0.5753424657534246
上,0.1722689075630252
申,0.29770992366412213
好,0.23493975903614459
据,0.6
时,0.25675675675675674
她,0.7169811320754716
因,0.41304347826086957
把,0.6785714285714286
吗,0.6785714285714286
说,0.3162393162393162
去,0.3655913978494624
又,0.5961538461538461
点,0.3263157894736842
做,0.5769230769230769
小,0.22058823529411764
看,0.19463087248322147
而,0.4264705882352941
要,0.1728395061728395
岁,0.675
从,0.6923076923076923
中,0.10483870967741936
呢,0.8387096774193549
车,0.06830601092896176
佛,0.22857142857142856
村,0.22857142857142856
多,0.16901408450704225
称,0.631578947368421
可,0.23232323232323232
给,0.3709677419354839
镇,0.6764705882352942
哥,0.8214285714285714
们,0.16058394160583941
骂,0.3888888888888889
已,0.25609756097560976
家,0.08235294117647059
但,0.44680851063829785
会,0.09375
名,0.20588235294117646
庄,0.46511627906976744
来,0.11494252873563218
经,0.19801980198019803
地,0.15873015873015872
博,0.7037037037037037
并,0.475
到,0.09644670050761421
很,0.3157894736842105
市,0.09523809523809523
以,0.18556701030927836
坤,0.8181818181818182
里,0.17142857142857143
至,0.4358974358974359
能,0.1588785046728972
谁,0.4857142857142857
王,0.4146341463414634
当,0.23529411764705882
其,0.2807017543859649
元,0.36363636363636365
用,0.2
网,0.10126582278481013
钱,0.26666666666666666
撞,0.3137254901960784
啦,0.9411764705882353
及,0.5
微,0.7894736842105263
再,0.3488372093023256
愿,0.3409090909090909
没,0.13043478260869565
办,0.11666666666666667
马,0.3783783783783784
刘,0.56
出,0.07
更,0.42424242424242425
陈,0.2641509433962264
东,0.14893617021276595
下,0.08433734939759036
抓,0.35
想,0.21875
生,0.06018518518518518
山,0.12264150943396226
该,0.325
最,0.14444444444444443
陵,0.43333333333333335
么,0.08333333333333333
太,0.2549019607843137
抢,0.2549019607843137
才,0.4482758620689655
快,0.2727272727272727
发,0.07058823529411765
心,0.11009174311926606
区,0.08695652173913043
赞,0.8
修,0.26666666666666666
爆,0.3157894736842105
无,0.14634146341463414
米,0.6666666666666666
带,0.25
起,0.102803738317757
贵,0.6470588235294118
美,0.3793103448275862
罗,0.7333333333333333
李,0.6470588235294118
事,0.059782608695652176
两,0.171875
万,0.16923076923076924
清,0.3235294117647059
县,0.07194244604316546
却,0.3448275862068966
强,0.35714285714285715
开,0.07194244604316546
高,0.09523809523809523
前,0.07874015748031496
内,0.3225806451612903
赵,0.7142857142857143
男,0.10638297872340426
假,0.45454545454545453
者,0.14285714285714285
考,0.16666666666666666
老,0.09900990099009901
请,0.4166666666666667
二,0.2127659574468085
爱,0.3225806451612903
天,0.06097560975609756
哪,0.4166666666666667
道,0.06369426751592357
只,0.19148936170212766
过,0.07692307692307693
此,0.14754098360655737
跟,0.6
跑,0.3333333333333333
全,0.10843373493975904
便,0.3
交,0.07894736842105263
处,0.11538461538461539
烂,0.8181818181818182
圈,0.8181818181818182
拍,0.28125
手,0.11842105263157894
所,0.16363636363636364
成,0.03765690376569038
释,0.5625
祝,0.24324324324324326
鲁,0.6428571428571429
逼,0.8181818181818182
向,0.2571428571428571
连,0.6153846153846154
比,0.3333333333333333
得,0.07407407407407407
卖,0.5714285714285714
店,0.4444444444444444
分,0.12121212121212122
自,0.06451612903225806
脸,0.5333333333333333
由,0.2962962962962963
梦,0.8
试,0.27586206896551724
玩,0.47058823529411764
杨,0.2962962962962963
长,0.12307692307692308
园,0.1951219512195122
黑,0.4444444444444444
拉,0.22857142857142856
穿,0.6666666666666666
金,0.21621621621621623
咱,0.8888888888888888
沂,0.019656019656019656
遭,0.27586206896551724
南,0.06862745098039216
半,0.30434782608695654
次,0.09210526315789473
北,0.03608247422680412
建,0.22580645161290322
骑,0.35
驾,0.2413793103448276
峰,0.6363636363636364
像,0.2413793103448276
偷,0.25925925925925924
少,0.1
翻,0.3684210526315789
柯,1.0
查,0.09210526315789473
信,0.10144927536231885
讲,0.4666666666666667
现,0.04895104895104895
子,0.027888446215139442
未,0.20588235294117646
曾,0.5833333333333334
于,0.1044776119402985
智,0.7
奥,0.03211009174311927
行,0.041176470588235294
图,0.16279069767441862
竟,0.2
黄,0.6363636363636364
神,0.28
哎,0.7
碰,0.5384615384615384
那,0.12962962962962962
周,0.21875
董,1.0
受,0.17142857142857143
近,0.07792207792207792
达,0.1935483870967742
辆,0.07792207792207792
死,0.08823529411764706
着,0.06741573033707865
真,0.0821917808219178
苏,0.8571428571428571
花,0.14634146341463414
刚,0.1875
致,0.2727272727272727
走,0.13953488372093023
共,0.2608695652173913
瓷,1.0
案,0.11320754716981132
尚,0.06666666666666667
宝,0.46153846153846156
林,0.12244897959183673
玉,0.8571428571428571
孟,1.0
震,0.3333333333333333
雨,0.25
雀,0.8571428571428571
难,0.17647058823529413
红,0.18181818181818182
五,0.2857142857142857
景,0.3
娟,1.0
